location,title,company,salary,summary
"New York, NY 10018 (Clinton area)",Data Scientist,    Fino Consulting,NA,"The right candidate is excited to solve our client’s biggest business problems by leveraging data and advanced techniques (such as machine learning, predictive..."
"Manhattan, NY","Environmental Analyst, Bureau of Environmental Surveillance...",        DEPT OF HEALTH/MENTAL HYGIENE,"$70,286 - $87,295 a year",The Bureau of Environmental Surveillance and Policy (BESP) in the Division of Environmental Health at the New York City Department of Health and Mental Hygiene...
"New York, NY 10011 (Chelsea area)",Data Engineer,        eBay Inc.,NA,"You will be working with other data scientists and data engineers in a team which includes creating new AI/ML models, deploy models in recommendation products..."
"New York, NY 10012 (Little Italy area)",Senior Data Strategy Analyst,"        Neustar, Inc.",NA,"Manage data collection from clients, data review and quality checks of incoming data to ensure high quality data is used in database processing...."
"Port Washington, NY",Data Quality/Scientist/Analyst role,        NPD,NA,Final data outcomes. Data Editing and Outlier Controls. Maintain relationships with Research Services client teams to ensure adoption of QC/QA processes with...
"New York, NY 10168 (Murray Hill area)",Senior Research & Data Analyst,        International Rescue Committee,NA,"Line manage the Data Analyst position. Project manage non-technical aspects of system updates, such as scoping, communication, training and change management...."
"Manhattan, NY","Research Scientist for Data Integrity, World Trade Center He...",        DEPT OF HEALTH/MENTAL HYGIENE,"$78,630 - $97,200 a year","Under guidance of the Research Director, serve as Registry lead for survey data integrity and data cleaning and develop and manage implementation of data..."
"New York, NY 10011 (Chelsea area)","Research Software Engineer, Google Brain",        Google,NA,"You manage individual project priorities, deadlines, and deliverables, adapting to changes and setbacks in order to manage pressures, proving and applying..."
"New York, NY",Senior Data Analyst,        Helix,NA,2-5+ years of experience in a data scientist or data analyst with relatively little oversight and engineering support....
"New York, NY 10001 (Chelsea area)",Senior Research Analyst,    Phoenix Marketing International,NA,Process and analyze survey data to uncover actionable insight related to the project objectives. Please submit a resume and cover letter with the subject line *...
"New York, NY 10154 (Midtown area)",Senior Associate - Cognitive Data Scientist Natural Language...,        KPMG,NA,"Define, develop and prototype cognitive solutions for KPMG's business needs, such as Natural Language Processing (NLP), Linguistics, Advanced Semantic Design,..."
"New York, NY",Sr. Data Scientist - User & Product Analytics,        Tumblr,NA,"Translate business questions into actionable insights via data extraction and analysis, requiring deep understanding of the Tumblr product and data availability..."
"Florham Park, NJ 07932",Learning & Development Measurement & Analytics Data Scientis...,        PricewaterhouseCoopers LLC,NA,"Utilizing and applying computer programing skills as applied to data acquisition, analysis, reporting, and visualization (R, Python, JSON, SQL, d3.js);..."
"New York, NY",Senior Machine Learning Engineer,        Capital One,NA,"As Machine Learning engineer on the Data Intelligence team, you will contribute to building a fast data and machine learning platform scalable to solve diverse..."
"New York, NY",Senior Research Analyst,"    Business Insider, Inc.",NA,"If you’re someone who has strong research experience, along with the ability to develop insights and explain the impacts of those insights to our clients, this..."
"New York, NY",Copy of Research Analyst Custom Research,    Blue 449,NA,"Review data tables, help find data driven insights & stories within the data. Stay on top of project timelines and meet key deadlines to ensure timely project..."
"New York, NY 10017 (Midtown area)",IBD Plexus Data Scientist,    Crohn’s & Colitis Foundation,NA,"Clinical study data, electronic health record data, laboratory information management data, claims data, and disease/patient registry data...."
"New York, NY",Data Scientist - M Science LLC,"    Jefferies & Company, Inc.",NA,"Develop the next generation of machine learning models to enhance unstructured big data, preforming predictive analytics of future market and data driven..."
"New York, NY",Head of Business Intelligence,    VICE US,NA,"Provide oversight and mentorship to a team of analysts, visualization specialists, and data scientists. Manage relationships with stakeholders across the..."
"New York, NY",Quantitative Model Validation Analyst,        Société Générale,NA,"Makes recommendations based on findings from data analytics. Knowledge of and ability to plan, implement and manage model testing strategies that assure the..."
"New York, NY",Junior Research Scientist (Rolling Admission),    Institute for the Study of Decision Making,NA,Manage and respond to project related email. The responsibilities associated with Junior Research Scientists at IISDM will vary depending on the needs of the...
"Newark, NJ",Data Analysis Associate,        Rescare,NA,
"New York, NY",Data Engineer - Streaming Video Data Analytics - Apache Stor...,    HiringCatalyst,NA,They're looking for a Data Software Engineer to work on a team comprised of data scientists and engineers that process massive amounts of video streaming data...
"New York, NY","Data Scientist, Personalization and Recommendation",        Tumblr,NA,Experience of solving real problems with data mining and machine learning techniques. Apply data mining and machine learning techniques to develop better...
"New York, NY 10003 (Greenwich Village area)",Sr. Data Scientist - Customer Glidepaths & Audience Analytic...,"        J.Crew Group, Inc.",NA,Senior Data Scientist – Customer Glidepath and Audience Analytics. J.Crew is seeking a Senior Data Scientist with an emphasis on Customer Glidepath and Audience...
"New York, NY","Research Analyst, Content",        Peloton Cycle,NA,"Collaborate with colleagues to proactively find data insights to offer them. Work with complex data sets, conduct deep dive analyses, draw conclusions and..."
"New York, NY 10018 (Clinton area)","Research Analyst, Grid Edge Microgrids; Greentech Media (GTM...",        Wood Mackenzie,NA,"Develop a deep understanding of what GTM Research's clients require to be successful, with a focus on cost effectively addressing critical business problems...."
"Manhattan, NY",Data Analyst,        ADMIN FOR CHILDREN'S SVCS,"$70,286 - $88,213 a year","For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with..."
"New York, NY",Market Research Analyst,        Cannon Design,NA,"Synthesize, analyze, interpret data to provide directional insight. Conduct market research to evaluate industry trends, identify client needs, determine market..."
"New York, NY 10176 (Murray Hill area)",Research Analyst - Consumer Intelligence,        Showtime,NA,"Day to day management of the SNI tracking study - executing requests to the vendor, reviewing and evaluating data deliverables and interpreting data...."
"New York, NY",Quantitative Analyst,        UBS,NA,"Proficient using C++, VBA, R, SAS, SQL, Oracle, Sybase, Intex , Intex Wrapper, ADCO prepayment models and Loan performance data...."
